Residual Free Chlorine (mg/L),Sample Date
0.98,3/16/16
0.98,3/20/16
0.98,9/22/16
0.98,2/7/17
0.98,3/1/17
0.98,9/21/17
0.98,11/7/17
0.98,9/9/22
0.98,10/9/23
0.98,2/7/17
0.98,3/27/17
0.98,9/25/22
0.98,10/12/23
0.98,7/27/15
0.98,10/4/22
0.98,10/29/16
0.98,1/20/17
0.98,9/13/22
0.98,9/28/22
0.98,9/29/22
0.98,7/21/15
0.98,9/21/16
0.98,12/11/24
0.98,1/25/17
0.97,7/2/18
0.97,10/20/24
0.97,10/30/24
0.97,8/11/24
0.97,7/24/22
0.97,8/27/23
0.97,8/11/15
0.97,1/23/17
0.97,7/23/18
0.97,12/13/18
0.97,12/1/24
0.97,10/8/22
0.97,6/19/15
0.97,8/10/15
0.97,9/15/16
0.97,11/11/16
0.97,1/15/18
0.97,6/1/18
0.97,6/2/18
0.97,10/31/18
0.97,1/6/19
0.97,1/7/19
0.97,1/13/19
0.97,7/2/19
0.97,11/26/19
0.97,8/28/20
0.97,9/2/20
0.97,9/28/20
0.97,9/21/24
0.97,9/26/24
0.97,12/3/24
0.97,12/4/24
0.97,10/16/21
0.97,6/30/24
0.97,8/27/16
0.97,11/6/16
0.97,1/4/17
0.97,1/8/17
0.97,5/17/18
0.97,10/16/18
0.97,11/23/18
0.97,12/7/18
0.97,12/9/18
0.97,8/19/19
0.97,5/12/20
0.97,8/5/20
0.97,9/9/20
0.97,9/24/20
0.97,10/3/20
0.97,10/24/20
0.97,7/23/21
0.97,7/26/21
0.97,8/10/21
0.97,10/6/21
0.97,10/26/21
0.97,8/9/22
0.97,8/11/23
0.97,8/21/23
0.97,10/4/23
0.97,10/21/15
0.97,10/22/15
0.97,11/13/16
0.97,6/12/18
0.97,7/4/18
0.97,8/12/18
0.97,8/15/18
0.97,8/21/18
0.97,11/9/18
0.97,12/6/18
0.97,1/4/19
0.97,8/20/19
0.97,11/20/19
0.97,12/24/19
0.97,8/8/21
0.97,8/15/21
0.97,8/4/22
0.97,8/5/22
0.97,8/17/23
0.97,9/22/23
0.97,6/15/15
0.97,7/10/15
0.97,7/24/15
0.97,1/11/16
0.97,3/23/16
0.97,9/8/16
0.97,9/10/16
0.97,9/14/16
0.97,10/9/16
0.97,5/3/18
0.97,9/12/18
0.97,9/13/18
0.97,8/15/19
0.97,11/19/19
0.97,4/29/20
0.97,4/30/20
0.97,11/30/20
0.97,9/25/21
0.97,8/15/22
0.97,10/11/23
0.97,12/11/15
0.97,6/24/16
0.97,6/30/16
0.97,7/28/16
0.97,8/30/16
0.97,9/6/16
0.97,1/4/17
0.97,2/4/17
0.97,2/12/17
0.97,4/4/17
0.97,4/24/17
0.97,4/25/17
0.97,12/19/18
0.97,11/16/19
0.97,8/27/20
0.97,12/2/20
0.97,8/18/22
0.97,10/20/22
0.97,10/6/23
0.97,10/1/16
0.97,2/1/17
0.97,2/2/17
0.97,5/18/17
0.97,6/14/17
0.97,8/31/17
0.97,7/30/19
0.97,9/11/19
0.97,11/19/19
0.97,9/2/22
0.97,10/9/23
0.97,9/12/15
0.97,10/12/15
0.97,3/25/17
0.97,3/25/17
0.97,5/9/17
0.97,6/12/17
0.97,8/30/17
0.97,9/2/17
0.97,9/15/17
0.97,9/23/21
0.97,10/25/21
0.97,9/7/22
0.97,10/10/23
0.97,9/5/22
0.97,10/12/23
0.97,11/27/23
0.97,11/30/23
0.97,8/18/17
0.97,9/16/17
0.97,12/1/21
0.97,9/3/22
0.97,6/15/21
0.97,9/20/16
0.97,9/27/22
0.97,11/29/19
0.97,10/23/16
0.97,12/2/24
0.97,12/29/15
0.97,8/15/16
0.96,12/27/15
0.96,7/4/24
0.96,7/23/24
0.96,7/1/24
0.96,7/11/24
0.96,1/4/15
0.96,10/25/24
0.96,5/23/15
0.96,7/29/18
0.96,8/9/18
0.96,5/29/15
0.96,11/26/15
0.96,11/23/15
0.96,1/23/17
0.96,10/24/18
0.96,8/12/22
0.96,8/3/16
0.96,12/6/16
0.96,12/16/16
0.96,10/11/17
0.96,7/23/18
0.96,10/27/18
0.96,5/4/19
0.96,10/21/24
0.96,12/26/24
0.96,8/1/21
0.96,8/10/22
0.96,8/14/22
0.96,6/2/24
0.96,1/9/18
0.96,6/3/18
0.96,6/4/18
0.96,7/26/18
0.96,8/3/18
0.96,9/27/20
0.96,8/5/24
0.96,12/6/24
0.96,7/2/21
0.96,6/12/24
0.96,8/26/15
0.96,8/5/16
0.96,5/14/18
0.96,8/6/18
0.96,9/10/18
0.96,9/11/18
0.96,11/16/18
0.96,1/7/19
0.96,8/22/19
0.96,11/24/19
0.96,5/6/20
0.96,6/1/20
0.96,8/8/20
0.96,10/2/20
0.96,10/19/20
0.96,10/22/20
0.96,11/4/20
0.96,12/6/24
0.96,7/7/21
0.96,8/7/22
0.96,10/3/23
0.96,6/12/15
0.96,7/21/15
0.96,8/13/15
0.96,9/19/15
0.96,10/7/15
0.96,12/19/15
0.96,7/26/16
0.96,9/11/16
0.96,9/13/16
0.96,10/21/16
0.96,5/1/18
0.96,5/12/18
0.96,6/18/18
0.96,8/29/18
0.96,11/26/19
0.96,12/16/19
0.96,5/1/20
0.96,5/13/20
0.96,8/6/20
0.96,11/26/20
0.96,6/24/21
0.96,8/4/21
0.96,8/17/21
0.96,8/6/22
0.96,8/19/22
0.96,8/24/22
0.96,11/30/22
0.96,8/17/23
0.96,7/28/15
0.96,8/19/15
0.96,8/25/15
0.96,10/3/15
0.96,11/21/15
0.96,12/17/15
0.96,9/2/16
0.96,4/30/17
0.96,5/30/18
0.96,10/7/18
0.96,8/12/19
0.96,9/7/19
0.96,9/24/19
0.96,6/27/21
0.96,7/6/21
0.96,8/16/22
0.96,8/17/22
0.96,12/1/22
0.96,12/17/22
0.96,3/8/23
0.96,7/5/23
0.96,9/7/23
0.96,7/14/15
0.96,7/19/15
0.96,8/8/15
0.96,10/19/15
0.96,12/22/15
0.96,7/13/16
0.96,5/4/17
0.96,8/28/19
0.96,10/11/19
0.96,7/19/20
0.96,2/17/21
0.96,7/17/21
0.96,10/19/22
0.96,11/22/22
0.96,11/27/22
0.96,12/30/15
0.96,1/9/16
0.96,10/6/16
0.96,10/11/16
0.96,3/5/17
0.96,4/19/17
0.96,5/11/17
0.96,5/17/17
0.96,5/18/17
0.96,6/29/17
0.96,12/10/18
0.96,10/6/19
0.96,12/2/19
0.96,9/27/21
0.96,8/17/22
0.96,11/13/23
0.96,12/25/23
0.96,8/6/15
0.96,11/3/15
0.96,3/22/17
0.96,3/23/17
0.96,5/16/17
0.96,6/21/17
0.96,9/18/22
0.96,9/22/22
0.96,9/22/22
0.96,9/22/22
0.96,11/21/22
0.96,5/31/23
0.96,11/13/15
0.96,12/23/16
0.96,2/21/17
0.96,9/28/18
0.96,9/3/22
0.96,9/22/22
0.96,7/3/23
0.96,7/29/15
0.96,9/11/22
0.96,9/19/22
0.96,10/5/22
0.96,10/7/22
0.96,1/29/17
0.96,9/18/21
0.96,9/6/22
0.96,9/15/22
0.96,9/20/22
0.96,12/30/18
0.96,6/9/21
0.96,6/13/21
0.96,12/1/24
0.96,8/3/15
0.96,8/11/16
0.95,10/31/24
0.95,7/24/24
0.95,7/3/24
0.95,7/27/24
0.95,6/28/18
0.95,5/11/15
0.95,6/27/18
0.95,1/27/15
0.95,11/17/15
0.95,3/19/16
0.95,5/17/19
0.95,9/17/15
0.95,9/28/15
0.95,2/3/23
0.95,11/1/19
0.95,8/12/24
0.95,8/15/24
0.95,8/21/24
0.95,8/24/24
0.95,9/1/23
0.95,11/17/16
0.95,1/23/19
0.95,11/22/20
0.95,4/27/21
0.95,8/23/24
0.95,8/31/15
0.95,9/10/15
0.95,9/24/15
0.95,10/9/15
0.95,7/31/18
0.95,8/4/18
0.95,8/28/18
0.95,12/8/18
0.95,6/27/19
0.95,6/4/20
0.95,6/27/20
0.95,7/3/20
0.95,9/13/20
0.95,8/10/22
0.95,7/23/23
0.95,10/7/15
0.95,8/24/16
0.95,9/17/16
0.95,10/3/17
0.95,4/28/18
0.95,5/16/18
0.95,8/7/18
0.95,9/2/18
0.95,9/20/18
0.95,11/6/18
0.95,3/21/19
0.95,1/27/20
0.95,5/14/20
0.95,8/14/20
0.95,9/22/20
0.95,11/16/20
0.95,7/27/21
0.95,7/23/22
0.95,8/21/22
0.95,10/6/22
0.95,12/2/22
0.95,11/5/15
0.95,7/24/16
0.95,9/3/16
0.95,12/1/16
0.95,12/20/16
0.95,6/18/18
0.95,7/2/18
0.95,8/11/18
0.95,9/2/18
0.95,9/19/18
0.95,7/8/19
0.95,4/28/20
0.95,5/7/20
0.95,5/10/20
0.95,5/25/20
0.95,6/10/20
0.95,10/25/20
0.95,8/12/21
0.95,7/29/22
0.95,12/1/22
0.95,9/27/23
0.95,10/12/15
0.95,8/25/16
0.95,9/5/16
0.95,11/12/17
0.95,9/3/18
0.95,5/14/19
0.95,7/20/19
0.95,9/19/19
0.95,12/30/19
0.95,8/23/20
0.95,8/27/20
0.95,6/27/21
0.95,10/11/21
0.95,8/22/22
0.95,10/21/22
0.95,12/2/22
0.95,9/24/23
0.95,6/28/15
0.95,8/10/15
0.95,9/11/15
0.95,10/24/15
0.95,11/28/15
0.95,12/26/15
0.95,9/7/16
0.95,1/11/17
0.95,5/17/17
0.95,9/14/17
0.95,12/22/17
0.95,12/21/18
0.95,9/20/19
0.95,10/7/19
0.95,11/29/19
0.95,12/6/20
0.95,8/29/22
0.95,10/19/22
0.95,7/18/15
0.95,7/22/15
0.95,8/17/15
0.95,11/18/15
0.95,8/18/16
0.95,3/29/17
0.95,4/14/17
0.95,8/19/17
0.95,9/12/17
0.95,8/3/19
0.95,9/25/19
0.95,9/26/19
0.95,11/5/19
0.95,11/6/19
0.95,12/3/19
0.95,1/6/20
0.95,5/17/21
0.95,10/18/21
0.95,11/26/23
0.95,10/11/15
0.95,8/17/16
0.95,3/3/17
0.95,3/7/17
0.95,3/23/17
0.95,3/28/17
0.95,3/31/17
0.95,5/8/17
0.95,5/16/17
0.95,5/19/17
0.95,6/7/17
0.95,8/12/17
0.95,8/21/17
0.95,8/2/15
0.95,11/21/16
0.95,12/12/16
0.95,3/26/17
0.95,3/28/17
0.95,5/5/17
0.95,5/10/17
0.95,9/17/17
0.95,11/30/19
0.95,12/2/19
0.95,9/3/22
0.95,9/7/22
0.95,9/24/22
0.95,11/16/15
0.95,2/21/17
0.95,8/31/22
0.95,9/16/22
0.95,9/17/22
0.95,10/5/22
0.95,10/25/23
0.95,5/26/17
0.95,8/30/21
0.95,10/3/22
0.95,6/10/21
0.95,6/6/21
0.94,8/3/15
0.94,10/31/24
0.94,7/3/24
0.94,7/10/24
0.94,7/13/24
0.94,8/5/16
0.94,5/18/15
0.94,10/27/24
0.94,10/31/21
0.94,3/4/16
0.94,5/20/16
0.94,10/5/15
0.94,7/28/18
0.94,8/16/24
0.94,8/26/24
0.94,1/2/23
0.94,8/18/23
0.94,8/22/23
0.94,5/25/16
0.94,11/16/16
0.94,1/22/18
0.94,8/15/18
0.94,9/10/24
0.94,5/10/15
0.94,9/30/15
0.94,12/20/16
0.94,1/9/17
0.94,1/14/17
0.94,6/5/18
0.94,7/6/19
0.94,5/30/20
0.94,10/10/20
0.94,9/10/24
0.94,9/16/24
0.94,10/22/24
0.94,12/5/24
0.94,8/1/22
0.94,8/26/23
0.94,9/28/23
0.94,1/23/16
0.94,9/18/16
0.94,10/4/17
0.94,4/28/18
0.94,5/6/18
0.94,7/29/18
0.94,9/14/18
0.94,12/7/19
0.94,5/21/20
0.94,9/5/20
0.94,8/1/24
0.94,8/6/24
0.94,8/5/21
0.94,8/16/21
0.94,8/11/22
0.94,8/21/22
0.94,8/19/23
0.94,1/16/24
0.94,1/16/24
0.94,8/9/15
0.94,10/16/15
0.94,12/10/15
0.94,12/12/15
0.94,1/2/17
0.94,4/29/18
0.94,5/2/18
0.94,5/3/18
0.94,7/9/18
0.94,8/20/18
0.94,12/1/18
0.94,1/8/19
0.94,7/1/20
0.94,7/2/20
0.94,8/26/20
0.94,9/5/20
0.94,10/27/20
0.94,7/4/21
0.94,9/11/21
0.94,10/25/22
0.94,11/25/22
0.94,8/13/23
0.94,1/22/24
0.94,8/15/15
0.94,10/8/15
0.94,11/17/15
0.94,1/13/16
0.94,9/30/16
0.94,4/18/17
0.94,12/8/17
0.94,7/3/18
0.94,8/10/18
0.94,9/17/18
0.94,12/11/18
0.94,10/27/19
0.94,12/18/19
0.94,5/11/20
0.94,7/27/20
0.94,7/28/20
0.94,1/25/21
0.94,8/20/21
0.94,9/5/21
0.94,10/8/21
0.94,8/15/22
0.94,8/17/22
0.94,4/18/23
0.94,8/16/23
0.94,7/16/15
0.94,11/17/15
0.94,5/28/16
0.94,8/2/16
0.94,8/29/16
0.94,10/31/16
0.94,5/1/17
0.94,7/11/18
0.94,1/8/19
0.94,9/20/19
0.94,11/1/19
0.94,9/1/20
0.94,11/29/20
0.94,10/10/21
0.94,10/18/22
0.94,10/18/22
0.94,10/19/22
0.94,10/20/22
0.94,8/25/15
0.94,10/16/15
0.94,11/18/15
0.94,12/28/15
0.94,12/29/15
0.94,4/5/16
0.94,8/19/16
0.94,4/11/17
0.94,5/12/17
0.94,9/5/17
0.94,11/19/19
0.94,2/4/21
0.94,8/26/22
0.94,8/30/22
0.94,10/8/23
0.94,7/18/15
0.94,1/31/17
0.94,3/18/17
0.94,3/22/17
0.94,3/28/17
0.94,5/9/17
0.94,5/19/17
0.94,6/26/17
0.94,8/24/17
0.94,10/3/19
0.94,11/29/19
0.94,7/4/21
0.94,9/3/21
0.94,9/4/22
0.94,9/5/22
0.94,9/25/22
0.94,9/30/22
0.94,8/29/15
0.94,11/13/15
0.94,7/7/16
0.94,12/2/16
0.94,1/18/17
0.94,3/31/17
0.94,8/23/17
0.94,8/27/17
0.94,5/22/21
0.94,9/9/22
0.94,3/19/17
0.94,9/14/22
0.94,9/14/22
0.94,9/16/22
0.94,12/10/23
0.94,12/24/16
0.94,9/29/18
0.94,11/22/23
0.94,11/1/16
0.94,9/29/22
0.94,8/20/16
0.94,10/28/16
0.94,6/4/21
0.94,6/5/21
0.94,6/12/21
0.94,9/7/24
0.94,10/10/24
0.94,9/10/24
0.94,9/11/24
0.94,9/20/21
0.93,12/24/15
0.93,7/5/24
0.93,7/18/24
0.93,7/20/24
0.93,1/29/15
0.93,5/24/16
0.93,6/23/18
0.93,10/25/18
0.93,10/10/22
0.93,5/29/16
0.93,1/16/18
0.93,10/26/24
0.93,7/25/16
0.93,2/27/18
0.93,10/20/18
0.93,10/14/24
0.93,7/15/16
0.93,12/25/24
0.93,9/1/23
0.93,12/9/15
0.93,5/16/19
0.93,7/3/19
0.93,11/23/19
0.93,8/31/20
0.93,8/10/24
0.93,1/15/23
0.93,8/12/23
0.93,8/18/23
0.93,9/3/23
0.93,5/20/24
0.93,6/5/24
0.93,8/31/15
0.93,9/18/16
0.93,11/13/16
0.93,12/19/16
0.93,1/2/18
0.93,5/28/18
0.93,8/2/18
0.93,11/7/18
0.93,1/10/19
0.93,12/8/24
0.93,10/2/21
0.93,1/24/24
0.93,8/8/15
0.93,10/7/15
0.93,12/21/15
0.93,4/3/16
0.93,7/27/16
0.93,11/2/16
0.93,11/26/18
0.93,12/19/18
0.93,12/30/18
0.93,11/12/19
0.93,7/10/20
0.93,7/12/20
0.93,11/10/20
0.93,12/24/20
0.93,7/5/21
0.93,7/21/22
0.93,8/6/22
0.93,3/9/23
0.93,7/21/23
0.93,8/19/23
0.93,8/29/23
0.93,8/19/15
0.93,8/22/15
0.93,11/9/15
0.93,12/20/15
0.93,1/5/16
0.93,3/20/16
0.93,7/3/16
0.93,8/6/16
0.93,9/3/16
0.93,12/9/16
0.93,1/9/17
0.93,5/1/18
0.93,6/10/18
0.93,9/26/18
0.93,9/27/18
0.93,12/31/18
0.93,1/3/19
0.93,6/4/19
0.93,6/4/19
0.93,6/30/19
0.93,4/24/20
0.93,5/5/20
0.93,5/24/20
0.93,8/15/20
0.93,8/17/20
0.93,8/21/20
0.93,9/7/20
0.93,11/8/20
0.93,11/13/20
0.93,11/14/20
0.93,8/9/21
0.93,8/26/21
0.93,7/13/22
0.93,8/9/22
0.93,8/24/22
0.93,8/28/22
0.93,10/21/22
0.93,11/19/22
0.93,11/25/22
0.93,7/22/23
0.93,10/1/23
0.93,8/17/23
0.93,9/22/23
0.93,9/25/23
0.93,10/3/23
0.93,8/8/15
0.93,8/15/15
0.93,7/5/16
0.93,8/25/16
0.93,9/10/16
0.93,12/28/16
0.93,5/3/18
0.93,9/28/18
0.93,10/6/18
0.93,11/27/18
0.93,12/3/18
0.93,6/9/19
0.93,5/23/20
0.93,11/24/20
0.93,7/24/21
0.93,8/13/21
0.93,8/14/21
0.93,10/12/21
0.93,12/1/22
0.93,11/28/22
0.93,2/6/23
0.93,7/4/23
0.93,9/11/15
0.93,10/8/15
0.93,12/14/15
0.93,1/7/16
0.93,5/30/16
0.93,6/23/16
0.93,8/31/16
0.93,10/18/16
0.93,5/6/17
0.93,9/30/17
0.93,12/5/17
0.93,5/21/18
0.93,1/2/19
0.93,6/8/19
0.93,9/12/19
0.93,11/21/19
0.93,7/23/20
0.93,9/1/20
0.93,9/16/20
0.93,10/14/21
0.93,12/3/21
0.93,7/23/22
0.93,8/25/22
0.93,8/27/22
0.93,10/20/22
0.93,5/29/23
0.93,8/14/23
0.93,7/29/15
0.93,10/27/15
0.93,11/10/15
0.93,6/16/16
0.93,9/28/16
0.93,10/14/16
0.93,10/20/16
0.93,12/6/16
0.93,12/19/16
0.93,3/7/17
0.93,5/2/17
0.93,5/9/17
0.93,5/2/19
0.93,9/22/19
0.93,11/20/19
0.93,12/1/19
0.93,12/9/19
0.93,8/7/20
0.93,12/9/21
0.93,9/1/22
0.93,6/30/23
0.93,11/2/23
0.93,9/23/15
0.93,4/28/16
0.93,3/2/17
0.93,3/23/17
0.93,5/10/17
0.93,5/19/17
0.93,5/28/17
0.93,7/20/17
0.93,9/9/17
0.93,11/9/17
0.93,12/1/17
0.93,8/10/16
0.93,10/13/21
0.93,8/31/22
0.93,9/5/22
0.93,9/18/22
0.93,9/26/22
0.93,9/26/22
0.93,9/30/22
0.93,11/30/23
0.93,6/21/15
0.93,7/31/15
0.93,11/20/15
0.93,5/19/17
0.93,6/10/17
0.93,9/6/17
0.93,9/5/22
0.93,12/6/23
0.93,9/22/16
0.93,9/23/22
0.93,11/10/23
0.93,11/15/23
0.93,11/3/15
0.93,12/8/16
0.93,9/15/22
0.93,10/2/22
0.93,10/4/22
0.93,12/12/23
0.93,10/28/17
0.93,10/22/24
0.93,10/11/22
0.93,4/19/23
0.93,10/5/24
0.93,1/18/17
0.93,1/17/17
0.92,6/17/18
0.92,1/10/15
0.92,7/30/16
0.92,8/12/18
0.92,5/10/16
0.92,7/30/18
0.92,10/30/21
0.92,6/7/24
0.92,5/27/15
0.92,5/27/16
0.92,1/7/16
0.92,1/15/16
0.92,1/23/18
0.92,10/18/18
0.92,6/14/20
0.92,10/26/21
0.92,8/22/23
0.92,11/24/15
0.92,3/9/16
0.92,8/7/18
0.92,11/8/18
0.92,5/31/24
0.92,11/14/15
0.92,11/16/15
0.92,5/18/16
0.92,1/10/17
0.92,6/6/18
0.92,10/18/18
0.92,11/22/19
0.92,9/15/20
0.92,9/28/20
0.92,8/4/24
0.92,12/2/24
0.92,12/12/24
0.92,7/1/21
0.92,9/17/21
0.92,3/10/23
0.92,8/20/23
0.92,6/7/15
0.92,11/8/15
0.92,8/5/16
0.92,8/9/18
0.92,9/1/18
0.92,9/21/18
0.92,12/29/18
0.92,12/31/18
0.92,1/6/19
0.92,1/16/19
0.92,6/17/19
0.92,7/11/19
0.92,5/17/20
0.92,7/8/20
0.92,7/9/20
0.92,7/22/20
0.92,9/9/20
0.92,11/3/20
0.92,2/13/21
0.92,9/14/24
0.92,9/18/24
0.92,8/28/21
0.92,8/21/22
0.92,8/7/23
0.92,9/30/23
0.92,9/10/15
0.92,7/10/16
0.92,9/3/16
0.92,12/24/16
0.92,10/4/17
0.92,5/2/18
0.92,5/5/18
0.92,5/6/18
0.92,9/23/18
0.92,11/29/18
0.92,1/1/19
0.92,1/5/19
0.92,6/19/19
0.92,7/25/20
0.92,8/4/20
0.92,8/13/20
0.92,9/6/20
0.92,10/4/20
0.92,12/27/20
0.92,9/23/24
0.92,11/19/22
0.92,2/22/23
0.92,9/20/23
0.92,9/24/23
0.92,9/26/23
0.92,3/13/24
0.92,6/22/15
0.92,8/18/15
0.92,8/19/15
0.92,9/12/15
0.92,10/1/15
0.92,10/12/15
0.92,11/6/15
0.92,12/3/15
0.92,1/3/16
0.92,7/1/16
0.92,8/24/16
0.92,10/28/16
0.92,4/27/17
0.92,4/30/17
0.92,1/19/18
0.92,8/17/18
0.92,12/12/18
0.92,5/31/19
0.92,6/3/19
0.92,5/29/20
0.92,7/28/20
0.92,2/15/21
0.92,6/22/21
0.92,7/6/21
0.92,7/31/21
0.92,8/3/21
0.92,8/19/22
0.92,8/13/23
0.92,9/8/23
0.92,9/12/23
0.92,9/14/23
0.92,9/19/23
0.92,7/12/15
0.92,12/8/15
0.92,12/12/15
0.92,12/14/15
0.92,1/10/16
0.92,8/30/16
0.92,8/31/16
0.92,10/5/16
0.92,10/24/16
0.92,10/25/16
0.92,11/6/16
0.92,1/12/17
0.92,1/3/18
0.92,4/27/18
0.92,7/15/18
0.92,12/10/18
0.92,5/9/19
0.92,9/22/19
0.92,9/24/19
0.92,11/3/19
0.92,8/31/21
0.92,8/26/22
0.92,11/5/23
0.92,8/8/15
0.92,8/22/15
0.92,2/19/17
0.92,5/12/17
0.92,8/26/17
0.92,4/27/18
0.92,10/1/19
0.92,11/22/19
0.92,12/2/19
0.92,9/16/21
0.92,8/27/22
0.92,2/17/24
0.92,7/31/15
0.92,8/1/15
0.92,8/31/15
0.92,10/17/15
0.92,10/30/15
0.92,4/16/16
0.92,4/18/16
0.92,10/19/16
0.92,3/22/17
0.92,5/9/17
0.92,5/14/17
0.92,9/29/17
0.92,12/10/21
0.92,8/29/22
0.92,9/9/22
0.92,9/30/22
0.92,5/30/23
0.92,8/14/23
0.92,2/21/24
0.92,8/18/15
0.92,2/18/17
0.92,3/8/17
0.92,3/8/17
0.92,5/11/17
0.92,7/6/17
0.92,7/19/17
0.92,8/29/17
0.92,12/1/21
0.92,9/5/22
0.92,10/13/22
0.92,10/16/22
0.92,11/24/23
0.92,11/5/15
0.92,6/11/17
0.92,8/9/17
0.92,9/14/22
0.92,11/9/23
0.92,12/11/23
0.92,6/2/21
0.92,9/19/21
0.92,9/15/22
0.92,9/9/24
0.92,8/18/16
0.92,8/23/16
0.92,6/4/21
0.92,10/24/24
0.92,11/1/20
0.92,11/19/20
0.92,10/23/24
0.92,5/1/19
0.92,12/8/24
0.92,12/9/24
0.92,1/28/17
0.92,1/30/17
0.92,1/26/17
0.91,7/19/24
0.91,7/6/24
0.91,7/25/24
0.91,7/30/24
0.91,6/29/18
0.91,7/8/18
0.91,1/5/15
0.91,12/20/15
0.91,7/5/18
0.91,8/14/18
0.91,3/29/16
0.91,4/12/16
0.91,5/26/16
0.91,5/22/15
0.91,7/11/16
0.91,1/22/17
0.91,7/26/18
0.91,8/3/18
0.91,8/28/24
0.91,10/4/24
0.91,9/10/21
0.91,1/15/23
0.91,8/22/23
0.91,8/28/23
0.91,7/17/18
0.91,10/16/24
0.91,10/21/24
0.91,10/25/24
0.91,10/11/21
0.91,8/12/23
0.91,8/27/23
0.91,10/6/15
0.91,1/14/16
0.91,11/15/16
0.91,12/20/16
0.91,7/20/18
0.91,12/22/18
0.91,5/19/19
0.91,8/13/24
0.91,8/14/22
0.91,8/18/23
0.91,8/23/23
0.91,9/21/23
0.91,5/9/16
0.91,6/5/16
0.91,11/9/16
0.91,6/28/18
0.91,8/14/18
0.91,11/25/19
0.91,5/26/20
0.91,6/3/20
0.91,10/13/20
0.91,6/25/21
0.91,8/6/21
0.91,8/10/23
0.91,9/2/23
0.91,6/28/24
0.91,6/13/16
0.91,11/7/16
0.91,12/22/16
0.91,1/3/17
0.91,12/27/17
0.91,7/28/18
0.91,1/21/19
0.91,5/22/20
0.91,7/13/20
0.91,7/29/20
0.91,11/23/20
0.91,9/19/24
0.91,7/28/21
0.91,7/14/22
0.91,8/3/22
0.91,8/6/22
0.91,8/10/22
0.91,2/7/23
0.91,2/15/23
0.91,3/26/23
0.91,8/21/23
0.91,8/25/23
0.91,9/23/23
0.91,9/23/23
0.91,8/9/15
0.91,8/12/15
0.91,1/6/16
0.91,6/8/16
0.91,7/17/16
0.91,12/4/16
0.91,12/30/17
0.91,12/30/17
0.91,8/23/18
0.91,12/3/18
0.91,12/25/18
0.91,1/4/19
0.91,6/10/19
0.91,4/15/20
0.91,5/12/20
0.91,7/5/20
0.91,7/8/20
0.91,1/9/21
0.91,7/13/21
0.91,10/3/21
0.91,7/29/22
0.91,8/20/22
0.91,8/28/22
0.91,10/2/23
0.91,8/9/15
0.91,8/11/15
0.91,10/13/15
0.91,10/14/15
0.91,11/4/15
0.91,12/2/15
0.91,6/11/16
0.91,7/4/16
0.91,8/1/16
0.91,10/5/16
0.91,12/12/16
0.91,12/30/16
0.91,2/15/17
0.91,4/30/17
0.91,7/10/18
0.91,10/31/18
0.91,1/9/19
0.91,5/12/19
0.91,6/11/19
0.91,12/23/19
0.91,4/5/20
0.91,5/2/20
0.91,7/27/20
0.91,11/9/20
0.91,10/9/21
0.91,7/16/22
0.91,11/23/22
0.91,9/16/23
0.91,10/7/23
0.91,7/23/15
0.91,12/21/15
0.91,7/6/16
0.91,8/23/16
0.91,2/17/17
0.91,2/28/17
0.91,4/5/17
0.91,10/24/17
0.91,10/25/17
0.91,12/21/17
0.91,11/27/18
0.91,2/11/19
0.91,12/31/19
0.91,1/2/20
0.91,1/16/20
0.91,9/1/20
0.91,6/8/21
0.91,2/6/23
0.91,6/28/23
0.91,10/12/23
0.91,10/22/23
0.91,2/16/24
0.91,8/16/15
0.91,10/4/15
0.91,12/10/15
0.91,12/27/15
0.91,4/1/16
0.91,6/12/16
0.91,10/3/16
0.91,10/6/16
0.91,3/29/17
0.91,3/30/17
0.91,5/2/17
0.91,9/13/17
0.91,1/1/19
0.91,9/4/19
0.91,2/16/21
0.91,8/18/21
0.91,12/6/21
0.91,10/14/22
0.91,11/21/22
0.91,11/13/23
0.91,12/15/15
0.91,5/1/16
0.91,6/8/16
0.91,10/15/16
0.91,3/31/17
0.91,4/10/17
0.91,5/16/17
0.91,7/26/17
0.91,8/8/17
0.91,10/27/17
0.91,9/27/21
0.91,9/4/22
0.91,10/23/23
0.91,11/14/23
0.91,11/14/23
0.91,6/11/15
0.91,10/26/15
0.91,4/13/16
0.91,11/22/16
0.91,2/22/17
0.91,3/8/17
0.91,9/19/17
0.91,9/17/22
0.91,9/26/15
0.91,10/27/15
0.91,12/16/15
0.91,11/23/23
0.91,11/27/23
0.91,6/3/17
0.91,9/15/22
0.91,10/6/22
0.91,9/6/22
0.91,10/3/22
0.91,10/11/22
0.91,10/20/24
0.91,9/12/24
0.91,10/24/16
0.91,9/8/24
0.91,1/26/17
0.9,7/22/24
0.9,7/28/24
0.9,7/27/24
0.9,1/6/15
0.9,6/20/18
0.9,1/4/15
0.9,5/15/15
0.9,6/16/18
0.9,11/7/18
0.9,6/18/16
0.9,5/29/19
0.9,2/13/23
0.9,6/17/16
0.9,10/30/24
0.9,2/4/23
0.9,2/29/16
0.9,2/26/18
0.9,3/9/18
0.9,3/26/18
0.9,10/17/24
0.9,8/28/23
0.9,3/8/16
0.9,3/15/16
0.9,12/18/16
0.9,1/9/18
0.9,9/23/20
0.9,9/29/20
0.9,12/26/24
