,BOROUGH,ADDRESS,ZIP,TANK_NUM,INSPECTION_DATE,INTERNAL_STRUCTURE,EXTERNAL_STRUCTURE,SEDIMENT,BIOLOGICAL_GROWTH,DEBRIS_INSECTS,RODENT_BIRD,COLIFORM,ECOLI,MEET_STANDARDS,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT
174,MANHATTAN,265 West 37th Street,10018.0,1,2021-03-27 00:00:00,N,N,N,N,N,N,N,N,,40.753629,-73.990959,5.0,3.0,109.0
175,MANHATTAN,1133 PARK AVENUE,10128.0,1,2021-08-11 00:00:00,N,N,N,N,N,N,N,N,,40.783151,-73.954636,8.0,4.0,14802.0
176,MANHATTAN,200 5th ave,10010.0,3,2024-10-22 00:00:00,N,N,N,N,N,N,N,N,,40.741865,-73.989365,5.0,3.0,58.0
177,MANHATTAN,303 East 57 St,10022.0,1,2021-08-11 00:00:00,N,N,N,N,N,N,N,N,,40.75922,-73.965059,6.0,5.0,108.0
178,MANHATTAN,19 UNION SQUARE WEST,10003.0,1,2020-06-12 00:00:00,N,N,N,N,N,N,N,N,Y,40.736065,-73.991098,5.0,2.0,52.0
179,MANHATTAN,525 Lexington Avenue,10017.0,2,2024-11-11 00:00:00,N,N,N,N,N,N,N,N,,40.755685,-73.972943,6.0,4.0,92.0
180,MANHATTAN,319 EAST   50 STREET,10022.0,1,2020-06-23 00:00:00,N,N,N,N,N,N,N,N,Y,40.754605,-73.967858,6.0,4.0,98.0
181,MANHATTAN,108 EAST   81 STREET,10028.0,1,2020-07-13 00:00:00,N,N,N,N,N,N,N,N,Y,40.776691,-73.95894,8.0,4.0,140.0
182,MANHATTAN,66 Fifth Avenue,10011.0,1,2020-04-08 00:00:00,N,N,N,N,N,N,N,N,,40.735044,-73.994328,2.0,3.0,63.0
183,BRONX,1000 Grand Concourse,10451.0,1,2023-08-23 00:00:00,N,N,N,N,N,N,N,N,,40.82979,-73.921074,4.0,16.0,18301.0
184,MANHATTAN,370 PARK AVENUE,10022.0,1,2021-09-01 00:00:00,N,N,N,N,N,N,N,N,,40.758805,-73.972812,5.0,4.0,102.0
185,MANHATTAN,625 Broadway,10012.0,1,2023-08-03 00:00:00,N,N,N,N,N,N,N,N,,40.726014,-73.996291,2.0,1.0,5501.0
186,MANHATTAN,107 West 86th Street,10024.0,1,2024-04-24 00:00:00,N,N,N,N,N,N,N,N,,40.786626,-73.972483,7.0,6.0,173.0
187,MANHATTAN,21 EAST 79 STREET,10075.0,1,2024-08-29 00:00:00,N,N,N,N,N,N,N,N,,40.77661,-73.962782,8.0,4.0,142.0
188,MANHATTAN,15 EAST   57 STREET,10022.0,1,2020-06-13 00:00:00,N,N,N,N,N,N,N,N,Y,40.762676,-73.973262,5.0,4.0,11202.0
189,MANHATTAN,245 FIFTH AVENUE,10016.0,1,2021-12-19 00:00:00,N,N,N,N,N,N,N,N,,40.744478,-73.987434,5.0,2.0,56.0
190,MANHATTAN,201 Park Avenue South,10003.0,1,2024-04-04 00:00:00,N,N,N,N,N,N,N,N,,40.736644,-73.988944,5.0,2.0,50.0
191,MANHATTAN,485 Lexington Avenue,10017.0,2,2022-11-20 00:00:00,N,N,N,N,N,N,N,N,,40.754244,-73.973994,6.0,4.0,92.0
192,MANHATTAN,919 THIRD AVENUE,10022.0,1,2022-10-29 00:00:00,N,N,N,N,N,N,N,N,,40.759136,-73.968333,6.0,4.0,108.0
193,MANHATTAN,536 West 46th Street,10036.0,1,2024-12-31 00:00:00,N,N,N,N,N,N,N,N,,40.76278,-73.995055,4.0,3.0,129.0
194,MANHATTAN,6 West 18th Street,10011.0,1,2021-11-10 00:00:00,N,N,N,N,N,N,N,N,,40.738741,-73.992379,5.0,3.0,54.0
195,MANHATTAN,440 WEST 24 STREET,10011.0,1,2021-10-07 00:00:00,N,N,N,N,N,N,N,N,,40.747668,-74.00209,4.0,3.0,93.0
196,MANHATTAN,1220 Fifth Avenue,10029.0,1,2021-05-05 00:00:00,N,N,A,A,N,N,N,N,,40.792438,-73.952448,11.0,8.0,168.0
197,MANHATTAN,100 Fifth Avenue,10011.0,2,2025-03-19 00:00:00,N,N,N,N,N,N,N,N,,40.736881,-73.992992,5.0,3.0,54.0
198,BROOKLYN,2 HANSON PLACE,11217.0,1,2023-03-23 00:00:00,N,N,N,N,N,N,N,N,,40.685093,-73.977728,2.0,35.0,35.0
199,MANHATTAN,1230 AVENUE OF THE AMERICAS,10020.0,2,2020-06-02 00:00:00,N,N,N,N,N,N,N,N,,40.758977,-73.981089,5.0,4.0,96.0
200,BROOKLYN,300 Jay Street,11201.0,2,2025-01-03 00:00:00,N,N,N,N,N,N,N,N,,40.695547,-73.98714,2.0,33.0,13.0
201,MANHATTAN,321 WEST 78 STREET,10024.0,1,2023-09-21 00:00:00,N,N,N,N,N,N,N,N,,40.783828,-73.982035,7.0,6.0,167.0
202,MANHATTAN,37 west 37th street,10018.0,1,2021-08-21 00:00:00,N,N,N,N,N,N,N,N,,40.750903,-73.98448,5.0,4.0,84.0
203,MANHATTAN,17 West 54th Street,10019.0,1,2023-06-27 00:00:00,N,N,N,N,N,N,N,N,,40.761405,-73.976222,5.0,4.0,104.0
204,MANHATTAN,112 West 72nd Street,10023.0,1,2024-06-11 00:00:00,N,N,N,N,N,N,N,N,,40.777581,-73.979213,7.0,6.0,157.0
205,MANHATTAN,127 West 96th Street,10025.0,1,2022-07-26 00:00:00,N,N,N,N,N,N,N,N,,40.793267,-73.968475,7.0,7.0,181.0
206,MANHATTAN,1133 Fifth Ave,10128.0,1,2022-08-24 00:00:00,N,N,N,N,N,N,N,N,,40.786909,-73.956478,8.0,4.0,16001.0
207,MANHATTAN,20 Hudson Yards,10001.0,1,2020-07-17 00:00:00,N,N,N,N,N,N,N,N,Y,40.753045,-74.000282,4.0,3.0,99.0
208,MANHATTAN,10 BARCLAY ST,10007.0,1,2024-11-20 00:00:00,N,N,N,N,N,N,N,N,,40.7122,-74.008563,1.0,1.0,21.0
209,MANHATTAN,1585 BROADWAY,10036.0,4,2020-05-07 00:00:00,N,N,N,N,N,N,N,N,Y,40.760216,-73.985334,5.0,3.0,125.0
210,MANHATTAN,237 East 34th Street,10016.0,2,2024-12-11 00:00:00,N,N,N,N,N,N,N,N,,40.745228,-73.976921,6.0,2.0,78.0
211,MANHATTAN,17 West 64th Street,10023.0,1,2022-10-26 00:00:00,N,N,N,N,N,N,N,N,,40.771427,-73.980284,7.0,6.0,149.0
212,MANHATTAN,504 EAST 63 STREET,10065.0,1,2023-11-20 00:00:00,N,N,N,N,N,N,N,N,,40.761104,-73.957726,8.0,5.0,10602.0
213,MANHATTAN,320 West 76th Street,10023.0,1,2021-06-30 00:00:00,N,N,N,N,N,N,N,N,,40.782796,-73.983552,7.0,6.0,163.0
214,MANHATTAN,666 5 AVENUE,10103.0,1,2020-04-28 00:00:00,N,N,N,N,N,N,N,N,Y,40.760549,-73.976421,5.0,4.0,104.0
215,MANHATTAN,119 WEST 24 STREET,10011.0,1,2024-07-27 00:00:00,N,N,N,N,N,N,N,N,,40.74391,-73.993104,4.0,3.0,91.0
216,QUEENS,163-18 Jamaica Avenue,11432.0,1,2023-11-27 00:00:00,N,N,N,N,N,N,N,N,,40.704799,-73.796524,12.0,27.0,44601.0
217,MANHATTAN,60 HUDSON STREET,10013.0,2,2020-12-12 00:00:00,N,N,N,N,N,N,N,N,Y,40.717876,-74.008939,1.0,1.0,33.0
218,MANHATTAN,875 FIFTH AVENUE,10065.0,1,2022-09-28 00:00:00,N,N,N,N,N,N,N,N,,40.770247,-73.96863,8.0,4.0,122.0
219,MANHATTAN,12 East 32nd Street,10016.0,1,2023-08-14 00:00:00,N,N,N,N,N,N,N,N,,40.746829,-73.984752,5.0,4.0,74.0
220,MANHATTAN,11 W 32 ST,10001.0,1,2023-07-10 00:00:00,N,N,N,N,N,N,N,N,,40.747414,-73.986091,5.0,4.0,76.0
221,MANHATTAN,55 Church Street,10007.0,2,2022-12-13 00:00:00,N,N,N,N,N,N,N,N,,40.711453,-74.010504,1.0,1.0,13.0
222,MANHATTAN,140 Riverside Drive,10024.0,1,2023-08-24 00:00:00,N,N,N,N,N,N,N,N,,40.790374,-73.979596,7.0,6.0,175.0
223,MANHATTAN,100 Centre street,10013.0,2,2023-11-28 00:00:00,N,A,N,N,N,N,N,N,,40.716084,-74.001425,1.0,1.0,29.0
224,MANHATTAN,12 East 22 Street,10010.0,1,2022-09-15 00:00:00,N,N,N,N,N,N,N,N,,40.740393,-73.988947,5.0,2.0,56.0
225,MANHATTAN,159-38 Harlem River Drive,10039.0,1,2023-06-15 00:00:00,N,N,N,N,N,N,N,N,,40.833365,-73.935456,10.0,9.0,24302.0
226,MANHATTAN,91 CENTRAL PARK WEST,10023.0,1,2020-08-04 00:00:00,N,N,N,N,N,N,N,N,Y,40.77438,-73.977312,7.0,6.0,153.0
227,MANHATTAN,145 EAST 84 STREET,10028.0,1,2021-11-16 00:00:00,N,N,N,N,N,N,N,N,,40.778055,-73.956224,8.0,5.0,14801.0
228,MANHATTAN,254 West 31st Street,10001.0,1,2020-06-06 00:00:00,N,N,N,N,N,N,N,N,Y,40.749734,-73.993532,5.0,3.0,101.0
229,MANHATTAN,50 West 29th Street,10001.0,1,2021-07-28 00:00:00,N,N,N,N,N,N,N,N,,40.746259,-73.989144,5.0,3.0,76.0
230,MANHATTAN,10 Leonard Street,10013.0,1,2021-05-27 00:00:00,N,N,N,N,N,N,N,N,,40.718798,-74.008254,1.0,1.0,33.0
231,BRONX,3400 Fort Independence Street,10463.0,1,2022-06-17 00:00:00,N,N,N,N,N,N,N,N,,40.88035,-73.899277,8.0,11.0,279.0
232,MANHATTAN,400 EAST 85 STREET,10028.0,1,2023-11-08 00:00:00,N,N,N,N,N,N,N,N,,40.776164,-73.94982,8.0,5.0,14401.0
233,MANHATTAN,1220 Park Avenue,10128.0,1,2023-08-22 00:00:00,N,N,N,N,N,N,N,N,,40.785977,-73.95298,8.0,4.0,16001.0
234,MANHATTAN,305 WEST 46 STREET,10036.0,1,2022-09-23 00:00:00,N,N,N,N,N,N,N,N,,40.760013,-73.988427,4.0,3.0,127.0
235,MANHATTAN,1605 Broadway,10019.0,1,2023-08-15 00:00:00,N,N,N,N,N,N,N,N,,40.760537,-73.984644,5.0,3.0,125.0
236,MANHATTAN,570 PARK AVENUE,10065.0,1,2024-10-09 00:00:00,N,N,N,N,N,N,N,N,,40.765496,-73.968431,8.0,4.0,11401.0
237,MANHATTAN,1 WALL STREET,10005.0,1,2023-12-18 00:00:00,N,N,N,N,N,N,N,N,,40.707712,-74.011643,1.0,1.0,7.0
238,MANHATTAN,523 East 72nd Street,10021.0,1,2024-06-11 00:00:00,N,N,N,N,N,N,N,N,,40.766613,-73.953163,8.0,5.0,124.0
239,MANHATTAN,315 8th Avenue,10001.0,1,2024-04-16 00:00:00,N,N,N,N,N,N,N,N,,40.746984,-73.997272,4.0,3.0,93.0
240,MANHATTAN,200 EAST 95 STREET,10128.0,1,2024-11-22 00:00:00,N,N,N,N,N,N,N,N,,40.784472,-73.949745,8.0,5.0,15601.0
241,MANHATTAN,525 E. 68th Street,10065.0,3,2022-11-07 00:00:00,N,N,N,N,N,N,N,N,,40.764149,-73.955251,8.0,5.0,116.0
242,MANHATTAN,620 PARK AVENUE,10065.0,1,2024-07-18 00:00:00,N,N,N,N,N,N,N,N,,40.766851,-73.966943,8.0,4.0,122.0
243,MANHATTAN,1385 YORK AVENUE,10021.0,1,2020-09-15 00:00:00,N,N,N,N,N,N,N,N,,40.767931,-73.952974,8.0,5.0,124.0
244,MANHATTAN,512 E. 71st Street,10021.0,12,2020-10-19 00:00:00,N,N,N,N,N,N,N,N,,40.765949,-73.953752,8.0,5.0,124.0
245,MANHATTAN,106 West 69th Street,10023.0,1,2023-03-08 00:00:00,N,N,N,N,N,N,N,N,,40.77564,-73.980608,7.0,6.0,153.0
246,BROOKLYN,39 Plaza Street West,11217.0,1,2021-04-19 00:00:00,N,N,N,N,N,N,N,N,,40.673553,-73.971405,6.0,39.0,159.0
247,MANHATTAN,165 Broadway,10006.0,4,2022-06-15 00:00:00,N,N,N,N,N,N,N,N,,40.709589,-74.010186,1.0,1.0,13.0
248,MANHATTAN,10 Hudson Yards,10001.0,2,2020-06-12 00:00:00,N,N,N,N,N,N,N,N,Y,40.752457,-74.000704,4.0,3.0,99.0
249,MANHATTAN,4 Times Square,10036.0,3,2021-09-18 00:00:00,N,N,N,N,N,N,N,N,,40.756181,-73.986244,5.0,4.0,119.0
250,MANHATTAN,142 East 49th Street,10017.0,1,2023-05-22 00:00:00,N,N,N,N,N,N,N,N,,40.755704,-73.972445,6.0,4.0,92.0
251,MANHATTAN,101 West 147th Street,10039.0,1,2024-10-18 00:00:00,N,N,N,N,N,N,N,N,,40.821922,-73.93572,10.0,9.0,236.0
252,MANHATTAN,620 West 42 Street,10036.0,4,2024-10-24 00:00:00,N,N,N,N,N,N,N,N,,40.761199,-73.999235,4.0,3.0,117.0
253,MANHATTAN,16 WEST   32 STREET,10001.0,1,2020-10-10 00:00:00,N,N,N,N,N,N,N,N,Y,40.747541,-73.986426,5.0,4.0,76.0
254,MANHATTAN,560 West 43rd Street,10036.0,1,2021-12-08 00:00:00,N,N,N,N,N,N,N,N,,40.761098,-73.996892,4.0,3.0,129.0
255,MANHATTAN,1185 SIXTH AVENUE,10036.0,1,2022-10-15 00:00:00,N,N,N,N,N,N,N,N,,40.757586,-73.982125,5.0,4.0,125.0
256,MANHATTAN,345 EAST 57TH STREET,10022.0,1,2022-08-16 00:00:00,N,N,N,N,N,N,N,N,,40.75871,-73.96385,6.0,5.0,108.0
257,MANHATTAN,15 WEST   11 STREET,10011.0,1,2020-06-16 00:00:00,N,N,N,N,N,N,N,N,Y,40.73438,-73.99585,2.0,3.0,63.0
258,MANHATTAN,511 West 113th Street,10025.0,1,2024-08-22 00:00:00,N,N,N,N,N,N,N,N,,40.805142,-73.963059,9.0,7.0,199.0
259,MANHATTAN,40 Monroe Street,10002.0,4,2021-12-16 00:00:00,N,N,N,N,N,N,N,N,,40.711555,-73.994579,3.0,1.0,8.0
260,MANHATTAN,224 East 47 Street,10017.0,1,2021-03-26 00:00:00,N,N,N,N,N,N,N,N,,40.753634,-73.971418,6.0,4.0,90.0
261,MANHATTAN,3 World Trade Center,10007.0,1,2024-03-21 00:00:00,N,N,N,N,N,N,N,N,,40.710695,-74.011027,1.0,1.0,13.0
262,MANHATTAN,41 West 96th Street,10025.0,1,2023-09-27 00:00:00,N,N,N,N,N,N,N,N,,40.792355,-73.966312,7.0,7.0,181.0
263,MANHATTAN,1133 Avenue of the Americas,10036.0,1,2023-06-02 00:00:00,N,N,N,N,N,N,N,N,,40.755942,-73.983324,5.0,4.0,119.0
264,MANHATTAN,35 CLAREMONT AVE,10027.0,1,2020-09-02 00:00:00,N,N,N,N,N,N,N,N,,40.809619,-73.964035,9.0,7.0,205.0
265,MANHATTAN,225 Fifth Avenue,10010.0,1,2020-10-05 00:00:00,N,N,N,N,N,N,N,N,,40.743827,-73.987907,5.0,2.0,56.0
266,MANHATTAN,509 West 110th Street,10025.0,1,2021-05-13 00:00:00,N,N,N,N,N,N,N,N,,40.803251,-73.964501,9.0,7.0,199.0
267,MANHATTAN,245 WEST 55 STREET,10019.0,1,2020-12-31 00:00:00,N,N,N,N,N,N,N,N,,40.764966,-73.982734,5.0,3.0,137.0
268,MANHATTAN,7 Hanover Square,10004.0,2,2020-12-29 00:00:00,N,N,N,N,N,N,N,N,,40.70447,-74.009406,1.0,1.0,9.0
269,MANHATTAN,67 Wall Street,10005.0,1,2023-12-28 00:00:00,N,N,N,N,N,N,N,N,,40.705749,-74.008342,1.0,1.0,7.0
270,MANHATTAN,151 West 19 Street,10011.0,1,2022-07-09 00:00:00,N,N,N,N,N,N,N,N,,40.741058,-73.99603,4.0,3.0,87.0
271,MANHATTAN,18 West 27th Street,10001.0,1,2022-07-22 00:00:00,N,N,N,N,N,N,N,N,,40.744717,-73.989325,5.0,3.0,58.0
272,BRONX,694 East 149 Street,10455.0,2,2021-11-18 00:00:00,N,N,N,N,N,N,N,N,,40.813316,-73.909512,1.0,8.0,35.0
273,BRONX,2111 SOUTHERN BOULEVARD,10460.0,1,2022-02-09 00:00:00,N,N,N,N,N,N,N,N,,40.846343,-73.884177,6.0,15.0,36501.0
274,MANHATTAN,77 Water Street,10005.0,2,2022-03-26 00:00:00,N,N,N,N,N,N,N,N,,40.704275,-74.008681,1.0,1.0,7.0
275,BROOKLYN,445 Albee Square West,11201.0,1,2023-03-24 00:00:00,N,N,N,N,N,N,N,N,,40.690833,-73.983452,2.0,33.0,15.0
276,MANHATTAN,120 Park Avenue,10017.0,1,2023-05-13 00:00:00,N,N,N,N,N,N,N,N,,40.751684,-73.978428,5.0,4.0,82.0
277,MANHATTAN,371 SEVENTH AVENUE,10001.0,3,2023-11-30 00:00:00,N,N,N,N,N,N,N,N,,40.748806,-73.992204,5.0,3.0,101.0
278,MANHATTAN,490 West End Avenue,10024.0,1,2023-07-21 00:00:00,N,N,N,N,N,N,N,N,,40.787193,-73.979084,7.0,6.0,171.0
279,MANHATTAN,330 West 72nd Street,10023.0,1,2023-09-13 00:00:00,N,N,N,N,N,N,N,N,,40.780357,-73.985813,7.0,6.0,159.0
280,MANHATTAN,75 ROCKEFELLER PLAZA,10019.0,1,2023-09-23 00:00:00,N,N,N,N,N,N,N,N,,40.759764,-73.977901,5.0,4.0,104.0
281,MANHATTAN,250 WEST   89 STREET,10024.0,1,2020-07-01 00:00:00,N,N,N,N,N,N,N,N,Y,40.790362,-73.975407,7.0,6.0,175.0
282,MANHATTAN,410 West 24th Street,10011.0,1,2022-10-27 00:00:00,N,N,N,N,N,N,N,N,,40.747407,-74.001483,4.0,3.0,93.0
283,MANHATTAN,1335 Sixth Avenue,10019.0,1,2024-12-26 00:00:00,N,N,N,N,N,N,N,N,,40.762218,-73.978742,5.0,4.0,131.0
284,MANHATTAN,650 LENOX AVENUE,10037.0,1,2024-04-23 00:00:00,N,N,N,N,N,N,N,N,,40.818783,-73.936746,10.0,9.0,214.0
285,MANHATTAN,1111 PARK AVENUE,10128.0,2,2023-07-06 00:00:00,N,N,N,N,N,N,N,N,,40.782473,-73.955513,8.0,4.0,14802.0
286,MANHATTAN,401 EAST   74 STREET,10021.0,1,2020-05-27 00:00:00,N,N,N,N,N,N,N,N,Y,40.768985,-73.954696,8.0,5.0,132.0
287,MANHATTAN,252 WEST 38TH STREET,10018.0,1,2023-11-04 00:00:00,N,N,N,N,N,N,N,N,,40.754131,-73.990276,5.0,3.0,109.0
288,BROOKLYN,2814 WEST 8 STREET,11224.0,1,2024-08-22 00:00:00,N,N,N,N,N,N,N,N,,40.579117,-73.97628,13.0,48.0,350.0
289,MANHATTAN,104 East 25th Street,10010.0,1,2024-04-20 00:00:00,N,N,N,N,N,N,N,N,,40.741282,-73.984999,5.0,2.0,68.0
290,MANHATTAN,65 West 90th Street,10024.0,1,2022-11-18 00:00:00,N,N,N,N,N,N,N,N,,40.788816,-73.969712,7.0,6.0,177.0
291,MANHATTAN,243 WEST 70 STREET,10023.0,1,2024-07-30 00:00:00,N,N,N,N,N,N,N,N,,40.777839,-73.983868,7.0,6.0,159.0
292,MANHATTAN,400 Park Avenue,10022.0,1,2020-05-09 00:00:00,N,N,N,N,N,N,N,N,Y,40.75978,-73.972097,5.0,4.0,102.0
293,QUEENS,18-01 20th Avenue,11105.0,2,2021-06-21 00:00:00,N,N,N,N,N,N,N,N,,40.786633,-73.914365,1.0,22.0,10701.0
294,MANHATTAN,1221 Avenue Of the Americas,10036.0,1,2023-10-19 00:00:00,N,N,N,N,N,N,N,N,,40.759101,-73.982136,5.0,4.0,125.0
295,MANHATTAN,425 FIFTH AVENUE,10016.0,1,2022-10-24 00:00:00,N,N,N,N,N,N,N,N,,40.7509,-73.982131,5.0,4.0,82.0
296,MANHATTAN,29 East 9th Street,10003.0,1,2022-09-08 00:00:00,N,N,N,N,N,N,N,N,,40.731989,-73.993859,2.0,2.0,59.0
297,BRONX,2000 Valentine Avenue,10457.0,1,2024-06-18 00:00:00,N,N,N,N,N,N,N,N,,40.850099,-73.900714,5.0,15.0,379.0
298,MANHATTAN,135-137 WEST 23RD STREET,10011.0,1,2024-05-13 00:00:00,N,N,N,N,N,N,N,N,,40.743386,-73.993916,4.0,3.0,91.0
299,STATEN ISLAND,31 Hylan Boulevard,10305.0,1,2024-02-22 00:00:00,N,N,N,N,N,N,N,N,,40.614937,-74.06448,1.0,49.0,6.0
300,BROOKLYN,455 Ocean Avenue,11226.0,1,2020-10-27 00:00:00,N,N,N,N,N,N,N,N,,40.651646,-73.961302,14.0,40.0,50801.0
301,MANHATTAN,620 West 47th Street,10036.0,1,2023-08-24 00:00:00,N,N,N,N,N,N,N,N,,40.764246,-73.996607,4.0,3.0,129.0
302,MANHATTAN,41 West 72nd Street,10023.0,1,2021-08-26 00:00:00,N,N,N,N,N,N,N,N,,40.777048,-73.97791,7.0,6.0,157.0
303,MANHATTAN,960 PARK AVENUE,10028.0,1,2021-08-18 00:00:00,N,N,N,N,N,N,N,N,,40.777853,-73.959438,8.0,4.0,142.0
304,MANHATTAN,321 East 54th Street,10022.0,1,2022-12-07 00:00:00,N,N,N,N,N,N,N,N,,40.757096,-73.966002,6.0,5.0,108.0
305,MANHATTAN,131 East 23rd Street,10010.0,1,2022-02-08 00:00:00,N,N,N,N,N,N,N,N,,40.739644,-73.985039,5.0,2.0,68.0
306,MANHATTAN,232 EAST 54TH STREET,10022.0,1,2021-11-01 00:00:00,N,N,N,N,N,N,N,N,,40.757953,-73.968073,6.0,4.0,98.0
307,MANHATTAN,152 WEST 57 STREET,10019.0,3,2023-05-06 00:00:00,N,N,N,N,N,N,N,N,,40.765185,-73.979279,5.0,4.0,137.0
308,MANHATTAN,120 EAST   81 STREET,10028.0,1,2020-07-22 00:00:00,N,N,N,N,N,N,N,N,Y,40.776513,-73.958518,8.0,4.0,140.0
309,BROOKLYN,54 Boerum Street,11206.0,1,2022-05-04 00:00:00,N,N,N,N,N,N,N,N,,40.705512,-73.947161,1.0,34.0,491.0
310,MANHATTAN,1 United Nations Plaza,10017.0,2,2022-10-06 00:00:00,N,N,N,N,N,N,N,N,,40.750441,-73.968676,6.0,4.0,90.0
311,MANHATTAN,252 East 57th Street,10022.0,4,2021-08-04 00:00:00,N,N,N,N,N,N,N,N,,40.759731,-73.966318,6.0,4.0,108.0
312,MANHATTAN,1425 Madison Ave,10029.0,2,2020-10-22 00:00:00,N,N,N,N,N,N,N,N,,40.788758,-73.953032,11.0,8.0,168.0
313,MANHATTAN,5 Union Square,10003.0,1,2024-11-22 00:00:00,N,N,N,N,N,N,N,N,,40.735453,-73.991549,5.0,2.0,52.0
314,QUEENS,43-70 Kissena Boulevard,11355.0,1,2024-09-19 00:00:00,N,N,N,N,N,N,N,N,,40.754034,-73.823,7.0,20.0,79701.0
315,BRONX,372 East 152 Street,10455.0,1,2023-07-10 00:00:00,N,N,N,N,N,N,N,N,,40.818516,-73.91793,1.0,17.0,67.0
316,MANHATTAN,610 WEST 116 STREET,10027.0,1,2024-08-24 00:00:00,N,N,N,N,N,N,N,N,,40.808332,-73.964653,9.0,7.0,205.0
317,MANHATTAN,207 East 74th Street,10021.0,1,2024-11-06 00:00:00,N,N,N,N,N,N,N,N,,40.770889,-73.959207,8.0,4.0,134.0
318,MANHATTAN,444 East 86 St,10028.0,1,2021-04-22 00:00:00,N,N,N,N,N,N,N,N,,40.776185,-73.947751,8.0,5.0,14401.0
319,BROOKLYN,506 6th Avenue,11215.0,3,2020-01-27 00:00:00,N,N,N,N,N,N,N,N,,40.665725,-73.985884,6.0,39.0,139.0
320,QUEENS,42-49 Colden Street,11355.0,1,2021-10-06 00:00:00,N,N,N,N,N,N,N,N,,40.753611,-73.826155,7.0,20.0,79701.0
321,MANHATTAN,47 East 88th Street,10128.0,1,2021-04-20 00:00:00,N,N,A,A,N,N,N,N,,40.78198,-73.95741,8.0,4.0,15002.0
322,MANHATTAN,435 East 70th Street,10021.0,1,2023-09-19 00:00:00,N,N,N,N,N,N,N,N,,40.766129,-73.956066,8.0,5.0,124.0
324,MANHATTAN,45 East 22nd Street,10010.0,1,2020-11-03 00:00:00,N,N,N,N,N,N,N,N,,40.740119,-73.98825,5.0,2.0,56.0
325,MANHATTAN,166 Second Avenue,10003.0,1,2024-05-09 00:00:00,N,N,N,N,N,N,N,N,,40.730073,-73.986585,3.0,2.0,40.0
326,MANHATTAN,19 West 36th Street,10018.0,1,2023-06-17 00:00:00,N,N,N,N,N,N,N,N,,40.750151,-73.984614,5.0,4.0,84.0
327,MANHATTAN,114 West 40th Street,10018.0,1,2021-12-17 00:00:00,N,N,N,N,N,N,N,N,,40.753881,-73.985848,5.0,4.0,113.0
329,MANHATTAN,156-20 Riverside Drive West,10032.0,1,2024-06-26 00:00:00,N,N,N,N,N,N,N,N,,40.835523,-73.948764,12.0,7.0,241.0
330,MANHATTAN,935 Park Avenue,10028.0,1,2023-11-02 00:00:00,N,N,N,N,N,N,N,N,,40.776801,-73.959648,8.0,4.0,140.0
331,MANHATTAN,48 Market Street,10002.0,1,2021-04-20 00:00:00,N,N,N,N,N,N,N,N,,40.711988,-73.994308,3.0,1.0,8.0
332,MANHATTAN,382 CENTRAL PARK WEST,10025.0,1,2020-08-18 00:00:00,N,N,N,N,N,N,N,N,,40.79348,-73.965673,7.0,7.0,185.0
333,MANHATTAN,1320 YORK AVENUE,10021.0,1,2020-12-20 00:00:00,N,N,N,N,N,N,N,N,,40.765826,-73.954481,8.0,5.0,124.0
334,MANHATTAN,60 wall street,10005.0,2,2021-04-03 00:00:00,N,N,N,N,N,N,N,N,,40.705914,-74.008609,1.0,1.0,7.0
335,MANHATTAN,66 EAST 79 STREET,10075.0,1,2021-08-17 00:00:00,N,N,N,N,N,N,N,N,,40.77599,-73.961363,8.0,4.0,142.0
336,QUEENS,88-05 Merrick Blvd,11432.0,1,2021-01-05 00:00:00,N,N,N,N,N,N,N,N,,40.708632,-73.79579,12.0,27.0,460.0
337,QUEENS,61-55 JUNCTION BOULEVARD,11374.0,1,2020-07-28 00:00:00,N,N,N,N,N,N,N,N,Y,40.733414,-73.86416,6.0,29.0,71702.0
338,MANHATTAN,860 5 AVENUE,10065.0,1,2020-05-28 00:00:00,N,N,N,N,N,N,N,N,Y,40.76947,-73.969205,8.0,4.0,122.0
339,BRONX,800-820 EAST 180TH STREET,10460.0,1,2022-02-09 00:00:00,N,N,N,N,N,N,N,N,,40.846454,-73.885438,6.0,15.0,36501.0
340,MANHATTAN,665 Broadway,10012.0,1,2023-06-03 00:00:00,N,N,N,N,N,N,N,N,,40.727354,-73.995162,2.0,1.0,5501.0
341,MANHATTAN,757 third ave,10017.0,1,2023-12-19 00:00:00,N,N,N,N,N,N,N,N,,40.754035,-73.972056,6.0,4.0,90.0
342,MANHATTAN,331 East 29th Street,10016.0,1,2023-07-25 00:00:00,N,N,N,N,N,N,N,N,,40.741089,-73.976836,6.0,2.0,70.0
343,MANHATTAN,26 WEST 17 STREET,10011.0,1,2023-12-03 00:00:00,N,N,N,N,N,N,N,N,,40.738349,-73.993277,5.0,3.0,54.0
344,MANHATTAN,150 Fifth Avenue,10011.0,1,2022-06-25 00:00:00,N,N,N,N,N,N,N,N,,40.739507,-73.99108,5.0,3.0,54.0
345,MANHATTAN,648 Broadway,10012.0,1,2021-03-14 00:00:00,N,N,N,N,N,N,N,N,,40.726706,-73.995681,2.0,1.0,5502.0
346,MANHATTAN,114 EAST 40 STREET,10016.0,1,2022-12-23 00:00:00,N,N,N,N,N,N,N,N,,40.750465,-73.977742,6.0,4.0,80.0
