BOROUGH,ADDRESS,ZIP,TANK_NUM,INSPECTION_DATE,INTERNAL_STRUCTURE,EXTERNAL_STRUCTURE,SEDIMENT,BIOLOGICAL_GROWTH,DEBRIS_INSECTS,RODENT_BIRD,COLIFORM,ECOLI,MEET_STANDARDS,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT
MANHATTAN,60 HUDSON STREET,10013,2,12/12/20,N,N,N,N,N,N,N,N,Y,40.717876,-74.008939,1,1,33
MANHATTAN,875 FIFTH AVENUE,10065,1,9/28/22,N,N,N,N,N,N,N,N,,40.770247,-73.96863,8,4,122
MANHATTAN,12 East 32nd Street,10016,1,8/14/23,N,N,N,N,N,N,N,N,,40.746829,-73.984752,5,4,74
MANHATTAN,11 W 32 ST,10001,1,7/10/23,N,N,N,N,N,N,N,N,,40.747414,-73.986091,5,4,76
MANHATTAN,55 Church Street,10007,2,12/13/22,N,N,N,N,N,N,N,N,,40.711453,-74.010504,1,1,13
MANHATTAN,140 Riverside Drive,10024,1,8/24/23,N,N,N,N,N,N,N,N,,40.790374,-73.979596,7,6,175
MANHATTAN,100 Centre street,10013,2,11/28/23,N,A,N,N,N,N,N,N,,40.716084,-74.001425,1,1,29
MANHATTAN,12 East 22 Street,10010,1,9/15/22,N,N,N,N,N,N,N,N,,40.740393,-73.988947,5,2,56
MANHATTAN,159-38 Harlem River Drive,10039,1,6/15/23,N,N,N,N,N,N,N,N,,40.833365,-73.935456,10,9,24302
MANHATTAN,91 CENTRAL PARK WEST,10023,1,8/4/20,N,N,N,N,N,N,N,N,Y,40.77438,-73.977312,7,6,153
MANHATTAN,145 EAST 84 STREET,10028,1,11/16/21,N,N,N,N,N,N,N,N,,40.778055,-73.956224,8,5,14801
MANHATTAN,254 West 31st Street,10001,1,6/6/20,N,N,N,N,N,N,N,N,Y,40.749734,-73.993532,5,3,101
MANHATTAN,50 West 29th Street,10001,1,7/28/21,N,N,N,N,N,N,N,N,,40.746259,-73.989144,5,3,76
MANHATTAN,10 Leonard Street,10013,1,5/27/21,N,N,N,N,N,N,N,N,,40.718798,-74.008254,1,1,33
BRONX,3400 Fort Independence Street,10463,1,6/17/22,N,N,N,N,N,N,N,N,,40.88035,-73.899277,8,11,279
MANHATTAN,400 EAST 85 STREET,10028,1,11/8/23,N,N,N,N,N,N,N,N,,40.776164,-73.94982,8,5,14401
MANHATTAN,1220 Park Avenue,10128,1,8/22/23,N,N,N,N,N,N,N,N,,40.785977,-73.95298,8,4,16001
MANHATTAN,305 WEST 46 STREET,10036,1,9/23/22,N,N,N,N,N,N,N,N,,40.760013,-73.988427,4,3,127
MANHATTAN,1605 Broadway,10019,1,8/15/23,N,N,N,N,N,N,N,N,,40.760537,-73.984644,5,3,125
MANHATTAN,570 PARK AVENUE,10065,1,10/9/24,N,N,N,N,N,N,N,N,,40.765496,-73.968431,8,4,11401
MANHATTAN,1 WALL STREET,10005,1,12/18/23,N,N,N,N,N,N,N,N,,40.707712,-74.011643,1,1,7
MANHATTAN,523 East 72nd Street,10021,1,6/11/24,N,N,N,N,N,N,N,N,,40.766613,-73.953163,8,5,124
MANHATTAN,315 8th Avenue,10001,1,4/16/24,N,N,N,N,N,N,N,N,,40.746984,-73.997272,4,3,93
MANHATTAN,200 EAST 95 STREET,10128,1,11/22/24,N,N,N,N,N,N,N,N,,40.784472,-73.949745,8,5,15601
MANHATTAN,525 E. 68th Street,10065,3,11/7/22,N,N,N,N,N,N,N,N,,40.764149,-73.955251,8,5,116
MANHATTAN,620 PARK AVENUE,10065,1,7/18/24,N,N,N,N,N,N,N,N,,40.766851,-73.966943,8,4,122
MANHATTAN,1385 YORK AVENUE,10021,1,9/15/20,N,N,N,N,N,N,N,N,,40.767931,-73.952974,8,5,124
MANHATTAN,512 E. 71st Street,10021,12,10/19/20,N,N,N,N,N,N,N,N,,40.765949,-73.953752,8,5,124
MANHATTAN,106 West 69th Street,10023,1,3/8/23,N,N,N,N,N,N,N,N,,40.77564,-73.980608,7,6,153
BROOKLYN,39 Plaza Street West,11217,1,4/19/21,N,N,N,N,N,N,N,N,,40.673553,-73.971405,6,39,159
MANHATTAN,165 Broadway,10006,4,6/15/22,N,N,N,N,N,N,N,N,,40.709589,-74.010186,1,1,13
MANHATTAN,10 Hudson Yards,10001,2,6/12/20,N,N,N,N,N,N,N,N,Y,40.752457,-74.000704,4,3,99
MANHATTAN,4 Times Square,10036,3,9/18/21,N,N,N,N,N,N,N,N,,40.756181,-73.986244,5,4,119
MANHATTAN,142 East 49th Street,10017,1,5/22/23,N,N,N,N,N,N,N,N,,40.755704,-73.972445,6,4,92
MANHATTAN,101 West 147th Street,10039,1,10/18/24,N,N,N,N,N,N,N,N,,40.821922,-73.93572,10,9,236
MANHATTAN,620 West 42 Street,10036,4,10/24/24,N,N,N,N,N,N,N,N,,40.761199,-73.999235,4,3,117
MANHATTAN,16 WEST   32 STREET,10001,1,10/10/20,N,N,N,N,N,N,N,N,Y,40.747541,-73.986426,5,4,76
MANHATTAN,560 West 43rd Street,10036,1,12/8/21,N,N,N,N,N,N,N,N,,40.761098,-73.996892,4,3,129
MANHATTAN,1185 SIXTH AVENUE,10036,1,10/15/22,N,N,N,N,N,N,N,N,,40.757586,-73.982125,5,4,125
MANHATTAN,345 EAST 57TH STREET,10022,1,8/16/22,N,N,N,N,N,N,N,N,,40.75871,-73.96385,6,5,108
MANHATTAN,15 WEST   11 STREET,10011,1,6/16/20,N,N,N,N,N,N,N,N,Y,40.73438,-73.99585,2,3,63
MANHATTAN,511 West 113th Street,10025,1,8/22/24,N,N,N,N,N,N,N,N,,40.805142,-73.963059,9,7,199
MANHATTAN,40 Monroe Street,10002,4,12/16/21,N,N,N,N,N,N,N,N,,40.711555,-73.994579,3,1,8
MANHATTAN,224 East 47 Street,10017,1,3/26/21,N,N,N,N,N,N,N,N,,40.753634,-73.971418,6,4,90
MANHATTAN,3 World Trade Center,10007,1,3/21/24,N,N,N,N,N,N,N,N,,40.710695,-74.011027,1,1,13
MANHATTAN,41 West 96th Street,10025,1,9/27/23,N,N,N,N,N,N,N,N,,40.792355,-73.966312,7,7,181
MANHATTAN,1133 Avenue of the Americas,10036,1,6/2/23,N,N,N,N,N,N,N,N,,40.755942,-73.983324,5,4,119
MANHATTAN,35 CLAREMONT AVE,10027,1,9/2/20,N,N,N,N,N,N,N,N,,40.809619,-73.964035,9,7,205
MANHATTAN,225 Fifth Avenue,10010,1,10/5/20,N,N,N,N,N,N,N,N,,40.743827,-73.987907,5,2,56
MANHATTAN,509 West 110th Street,10025,1,5/13/21,N,N,N,N,N,N,N,N,,40.803251,-73.964501,9,7,199
MANHATTAN,245 WEST 55 STREET,10019,1,12/31/20,N,N,N,N,N,N,N,N,,40.764966,-73.982734,5,3,137
MANHATTAN,7 Hanover Square,10004,2,12/29/20,N,N,N,N,N,N,N,N,,40.70447,-74.009406,1,1,9
MANHATTAN,67 Wall Street,10005,1,12/28/23,N,N,N,N,N,N,N,N,,40.705749,-74.008342,1,1,7
MANHATTAN,151 West 19 Street,10011,1,7/9/22,N,N,N,N,N,N,N,N,,40.741058,-73.99603,4,3,87
MANHATTAN,18 West 27th Street,10001,1,7/22/22,N,N,N,N,N,N,N,N,,40.744717,-73.989325,5,3,58
BRONX,694 East 149 Street,10455,2,11/18/21,N,N,N,N,N,N,N,N,,40.813316,-73.909512,1,8,35
BRONX,2111 SOUTHERN BOULEVARD,10460,1,2/9/22,N,N,N,N,N,N,N,N,,40.846343,-73.884177,6,15,36501
MANHATTAN,77 Water Street,10005,2,3/26/22,N,N,N,N,N,N,N,N,,40.704275,-74.008681,1,1,7
BROOKLYN,445 Albee Square West,11201,1,3/24/23,N,N,N,N,N,N,N,N,,40.690833,-73.983452,2,33,15
MANHATTAN,120 Park Avenue,10017,1,5/13/23,N,N,N,N,N,N,N,N,,40.751684,-73.978428,5,4,82
MANHATTAN,371 SEVENTH AVENUE,10001,3,11/30/23,N,N,N,N,N,N,N,N,,40.748806,-73.992204,5,3,101
MANHATTAN,490 West End Avenue,10024,1,7/21/23,N,N,N,N,N,N,N,N,,40.787193,-73.979084,7,6,171
MANHATTAN,330 West 72nd Street,10023,1,9/13/23,N,N,N,N,N,N,N,N,,40.780357,-73.985813,7,6,159
MANHATTAN,75 ROCKEFELLER PLAZA,10019,1,9/23/23,N,N,N,N,N,N,N,N,,40.759764,-73.977901,5,4,104
MANHATTAN,250 WEST   89 STREET,10024,1,7/1/20,N,N,N,N,N,N,N,N,Y,40.790362,-73.975407,7,6,175
MANHATTAN,410 West 24th Street,10011,1,10/27/22,N,N,N,N,N,N,N,N,,40.747407,-74.001483,4,3,93
MANHATTAN,1335 Sixth Avenue,10019,1,12/26/24,N,N,N,N,N,N,N,N,,40.762218,-73.978742,5,4,131
MANHATTAN,650 LENOX AVENUE,10037,1,4/23/24,N,N,N,N,N,N,N,N,,40.818783,-73.936746,10,9,214
MANHATTAN,1111 PARK AVENUE,10128,2,7/6/23,N,N,N,N,N,N,N,N,,40.782473,-73.955513,8,4,14802
MANHATTAN,401 EAST   74 STREET,10021,1,5/27/20,N,N,N,N,N,N,N,N,Y,40.768985,-73.954696,8,5,132
MANHATTAN,252 WEST 38TH STREET,10018,1,11/4/23,N,N,N,N,N,N,N,N,,40.754131,-73.990276,5,3,109
BROOKLYN,2814 WEST 8 STREET,11224,1,8/22/24,N,N,N,N,N,N,N,N,,40.579117,-73.97628,13,48,350
MANHATTAN,104 East 25th Street,10010,1,4/20/24,N,N,N,N,N,N,N,N,,40.741282,-73.984999,5,2,68
MANHATTAN,65 West 90th Street,10024,1,11/18/22,N,N,N,N,N,N,N,N,,40.788816,-73.969712,7,6,177
MANHATTAN,243 WEST 70 STREET,10023,1,7/30/24,N,N,N,N,N,N,N,N,,40.777839,-73.983868,7,6,159
MANHATTAN,400 Park Avenue,10022,1,5/9/20,N,N,N,N,N,N,N,N,Y,40.75978,-73.972097,5,4,102
QUEENS,18-01 20th Avenue,11105,2,6/21/21,N,N,N,N,N,N,N,N,,40.786633,-73.914365,1,22,10701
MANHATTAN,1221 Avenue Of the Americas,10036,1,10/19/23,N,N,N,N,N,N,N,N,,40.759101,-73.982136,5,4,125
MANHATTAN,425 FIFTH AVENUE,10016,1,10/24/22,N,N,N,N,N,N,N,N,,40.7509,-73.982131,5,4,82
MANHATTAN,29 East 9th Street,10003,1,9/8/22,N,N,N,N,N,N,N,N,,40.731989,-73.993859,2,2,59
BRONX,2000 Valentine Avenue,10457,1,6/18/24,N,N,N,N,N,N,N,N,,40.850099,-73.900714,5,15,379
MANHATTAN,135-137 WEST 23RD STREET,10011,1,5/13/24,N,N,N,N,N,N,N,N,,40.743386,-73.993916,4,3,91
STATEN ISLAND,31 Hylan Boulevard,10305,1,2/22/24,N,N,N,N,N,N,N,N,,40.614937,-74.06448,1,49,6
BROOKLYN,455 Ocean Avenue,11226,1,10/27/20,N,N,N,N,N,N,N,N,,40.651646,-73.961302,14,40,50801
MANHATTAN,620 West 47th Street,10036,1,8/24/23,N,N,N,N,N,N,N,N,,40.764246,-73.996607,4,3,129
MANHATTAN,41 West 72nd Street,10023,1,8/26/21,N,N,N,N,N,N,N,N,,40.777048,-73.97791,7,6,157
MANHATTAN,960 PARK AVENUE,10028,1,8/18/21,N,N,N,N,N,N,N,N,,40.777853,-73.959438,8,4,142
MANHATTAN,321 East 54th Street,10022,1,12/7/22,N,N,N,N,N,N,N,N,,40.757096,-73.966002,6,5,108
MANHATTAN,131 East 23rd Street,10010,1,2/8/22,N,N,N,N,N,N,N,N,,40.739644,-73.985039,5,2,68
MANHATTAN,232 EAST 54TH STREET,10022,1,11/1/21,N,N,N,N,N,N,N,N,,40.757953,-73.968073,6,4,98
MANHATTAN,152 WEST 57 STREET,10019,3,5/6/23,N,N,N,N,N,N,N,N,,40.765185,-73.979279,5,4,137
MANHATTAN,120 EAST   81 STREET,10028,1,7/22/20,N,N,N,N,N,N,N,N,Y,40.776513,-73.958518,8,4,140
BROOKLYN,54 Boerum Street,11206,1,5/4/22,N,N,N,N,N,N,N,N,,40.705512,-73.947161,1,34,491
MANHATTAN,1 United Nations Plaza,10017,2,10/6/22,N,N,N,N,N,N,N,N,,40.750441,-73.968676,6,4,90
MANHATTAN,252 East 57th Street,10022,4,8/4/21,N,N,N,N,N,N,N,N,,40.759731,-73.966318,6,4,108
MANHATTAN,1425 Madison Ave,10029,2,10/22/20,N,N,N,N,N,N,N,N,,40.788758,-73.953032,11,8,168
MANHATTAN,5 Union Square,10003,1,11/22/24,N,N,N,N,N,N,N,N,,40.735453,-73.991549,5,2,52
QUEENS,43-70 Kissena Boulevard,11355,1,9/19/24,N,N,N,N,N,N,N,N,,40.754034,-73.823,7,20,79701
BRONX,372 East 152 Street,10455,1,7/10/23,N,N,N,N,N,N,N,N,,40.818516,-73.91793,1,17,67
MANHATTAN,610 WEST 116 STREET,10027,1,8/24/24,N,N,N,N,N,N,N,N,,40.808332,-73.964653,9,7,205
MANHATTAN,207 East 74th Street,10021,1,11/6/24,N,N,N,N,N,N,N,N,,40.770889,-73.959207,8,4,134
MANHATTAN,444 East 86 St,10028,1,4/22/21,N,N,N,N,N,N,N,N,,40.776185,-73.947751,8,5,14401
BROOKLYN,506 6th Avenue,11215,3,1/27/20,N,N,N,N,N,N,N,N,,40.665725,-73.985884,6,39,139
QUEENS,42-49 Colden Street,11355,1,10/6/21,N,N,N,N,N,N,N,N,,40.753611,-73.826155,7,20,79701
MANHATTAN,47 East 88th Street,10128,1,4/20/21,N,N,A,A,N,N,N,N,,40.78198,-73.95741,8,4,15002
MANHATTAN,435 East 70th Street,10021,1,9/19/23,N,N,N,N,N,N,N,N,,40.766129,-73.956066,8,5,124
MANHATTAN,45708 TUDOR CITY PLACE,10017,1,2/28/25,N,N,N,N,N,N,N,N,,40.747985,-73.971265,6,4,88
MANHATTAN,45 East 22nd Street,10010,1,11/3/20,N,N,N,N,N,N,N,N,,40.740119,-73.98825,5,2,56
MANHATTAN,166 Second Avenue,10003,1,5/9/24,N,N,N,N,N,N,N,N,,40.730073,-73.986585,3,2,40
MANHATTAN,19 West 36th Street,10018,1,6/17/23,N,N,N,N,N,N,N,N,,40.750151,-73.984614,5,4,84
MANHATTAN,114 West 40th Street,10018,1,12/17/21,N,N,N,N,N,N,N,N,,40.753881,-73.985848,5,4,113
MANHATTAN,40 Monroe Street,10002,1,11/14/23,N,N,N,N,N,N,N,N,,40.711555,-73.994579,3,1,8
MANHATTAN,156-20 Riverside Drive West,10032,1,6/26/24,N,N,N,N,N,N,N,N,,40.835523,-73.948764,12,7,241
MANHATTAN,935 Park Avenue,10028,1,11/2/23,N,N,N,N,N,N,N,N,,40.776801,-73.959648,8,4,140
MANHATTAN,48 Market Street,10002,1,4/20/21,N,N,N,N,N,N,N,N,,40.711988,-73.994308,3,1,8
MANHATTAN,382 CENTRAL PARK WEST,10025,1,8/18/20,N,N,N,N,N,N,N,N,,40.79348,-73.965673,7,7,185
MANHATTAN,1320 YORK AVENUE,10021,1,12/20/20,N,N,N,N,N,N,N,N,,40.765826,-73.954481,8,5,124
MANHATTAN,60 wall street,10005,2,4/3/21,N,N,N,N,N,N,N,N,,40.705914,-74.008609,1,1,7
MANHATTAN,66 EAST 79 STREET,10075,1,8/17/21,N,N,N,N,N,N,N,N,,40.77599,-73.961363,8,4,142
QUEENS,88-05 Merrick Blvd,11432,1,1/5/21,N,N,N,N,N,N,N,N,,40.708632,-73.79579,12,27,460
QUEENS,61-55 JUNCTION BOULEVARD,11374,1,7/28/20,N,N,N,N,N,N,N,N,Y,40.733414,-73.86416,6,29,71702
MANHATTAN,860 5 AVENUE,10065,1,5/28/20,N,N,N,N,N,N,N,N,Y,40.76947,-73.969205,8,4,122
BRONX,800-820 EAST 180TH STREET,10460,1,2/9/22,N,N,N,N,N,N,N,N,,40.846454,-73.885438,6,15,36501
MANHATTAN,665 Broadway,10012,1,6/3/23,N,N,N,N,N,N,N,N,,40.727354,-73.995162,2,1,5501
MANHATTAN,757 third ave,10017,1,12/19/23,N,N,N,N,N,N,N,N,,40.754035,-73.972056,6,4,90
MANHATTAN,331 East 29th Street,10016,1,7/25/23,N,N,N,N,N,N,N,N,,40.741089,-73.976836,6,2,70
MANHATTAN,26 WEST 17 STREET,10011,1,12/3/23,N,N,N,N,N,N,N,N,,40.738349,-73.993277,5,3,54
MANHATTAN,150 Fifth Avenue,10011,1,6/25/22,N,N,N,N,N,N,N,N,,40.739507,-73.99108,5,3,54
MANHATTAN,648 Broadway,10012,1,3/14/21,N,N,N,N,N,N,N,N,,40.726706,-73.995681,2,1,5502
MANHATTAN,114 EAST 40 STREET,10016,1,12/23/22,N,N,N,N,N,N,N,N,,40.750465,-73.977742,6,4,80
BROOKLYN,191 Willoughby Street,11201,1,10/8/21,N,N,N,N,N,N,N,N,,40.691989,-73.98056,2,35,31
MANHATTAN,525 E. 68th Street,10065,5,8/17/23,N,N,N,N,N,N,N,N,,40.764149,-73.955251,8,5,116
MANHATTAN,2 Columbus Ave,10023,1,3/10/20,N,N,N,N,N,N,N,N,,40.769476,-73.985122,7,3,145
BRONX,1357 Washington Ave,10456,2,6/6/23,N,N,N,N,N,N,N,N,,40.834313,-73.905219,3,16,14701
MANHATTAN,60 West 66th Street,10023,1,7/13/23,N,N,A,N,N,N,N,N,,40.77309,-73.980363,7,6,149
MANHATTAN,545 East 73rd Street,10021,3,3/13/21,N,N,N,N,N,N,N,N,,40.766714,-73.951181,8,5,124
MANHATTAN,1 Battery Place,10004,2,3/19/22,N,N,N,N,N,N,N,N,,40.704634,-74.014427,1,1,13
MANHATTAN,311 West 50th Street,10019,1,10/8/21,N,N,N,N,N,N,N,N,,40.762549,-73.986698,4,3,133
MANHATTAN,220 West 49th Street,10019,1,8/1/22,N,N,N,N,N,N,N,N,,40.760987,-73.984987,5,3,125
MANHATTAN,20 pine street,10005,1,12/22/20,N,N,N,N,N,N,N,N,,40.707555,-74.009962,1,1,7
MANHATTAN,55 Water Street,10041,3,6/22/20,N,N,N,N,N,N,N,N,,40.703608,-74.009691,1,1,9
MANHATTAN,171 West 57th Street,10019,1,11/14/23,N,N,N,N,N,N,N,N,,40.76529,-73.979477,5,4,137
MANHATTAN,220-222 EAST 70 STREET,10021,1,11/4/22,N,N,N,N,N,N,N,N,,40.767986,-73.96052,8,4,126
BRONX,2440 Hunter Avenue,10475,1,7/22/20,N,N,N,N,N,N,N,N,Y,40.862135,-73.824906,10,12,302
QUEENS,92-33 170th Street,11433,1,11/3/21,N,N,N,N,N,N,N,N,,40.706193,-73.789136,12,27,444
MANHATTAN,100 Church Street,10007,2,8/12/20,N,N,N,N,N,N,N,N,,40.712968,-74.00949,1,1,21
MANHATTAN,515 WEST 38TH STREET,10018,1,6/14/21,N,N,N,N,N,N,N,N,,40.757461,-73.998105,4,3,117
MANHATTAN,180 East 79th Street,10075,1,12/14/22,N,N,N,N,N,N,N,N,,40.774542,-73.957927,8,4,140
MANHATTAN,34 East 30th Street,10016,1,9/30/22,N,N,N,N,N,N,N,N,,40.745086,-73.984442,5,2,74
MANHATTAN,49 East 86th Street,10028,1,12/7/20,N,N,N,N,N,N,N,N,,40.780685,-73.958378,8,4,15002
BRONX,1 Metropolitan Oval,10462,1,12/14/22,N,N,N,N,N,N,N,N,,40.838834,-73.860229,9,18,21001
MANHATTAN,527 W 110 ST,10025,1,7/31/20,N,N,N,N,N,N,N,N,,40.803512,-73.965118,9,7,199
MANHATTAN,1 Washington Square Village,10012,1,9/28/21,N,N,N,N,N,N,N,N,,40.729113,-73.997507,2,1,5501
BRONX,920 Trinity Avenue,10456,1,6/17/22,N,N,N,N,N,N,N,N,,40.822437,-73.906125,3,16,133
MANHATTAN,35 Fifth Avenue,10003,2,3/24/21,N,N,N,N,N,N,N,N,,40.733521,-73.995414,2,2,61
MANHATTAN,52 RIVERSIDE DRIVE,10024,1,10/16/23,N,N,N,N,N,N,N,N,,40.78399,-73.98366,7,6,163
MANHATTAN,245 FIFTH AVENUE,10016,1,12/9/23,N,N,N,N,N,N,N,N,,40.744478,-73.987434,5,2,56
QUEENS,67-00 192nd Street,11365,1,11/16/22,N,N,N,N,N,N,N,N,,40.737813,-73.781534,8,23,1347
MANHATTAN,245 Park Avenue,10167,3,10/30/24,N,N,N,N,N,N,N,N,,40.754826,-73.975683,5,4,92
MANHATTAN,254 E 68 ST,10065,1,3/11/21,N,N,N,N,N,N,N,N,,40.766537,-73.960957,8,4,118
MANHATTAN,25 Broad Street,10004,2,6/3/20,N,N,A,N,N,N,N,N,,40.706114,-74.01126,1,1,9
MANHATTAN,240 WEST 37TH STREET,10018,1,10/5/24,N,N,N,N,N,N,N,N,,40.753409,-73.990486,5,3,109
MANHATTAN,200 East 82nd Street,10028,1,10/13/21,N,N,N,N,N,N,N,N,,40.776089,-73.955536,8,5,138
QUEENS,183-11 HILLSIDE AVENUE,11432,1,2/11/20,N,N,N,N,N,N,N,N,Y,40.7139,-73.778683,8,24,472
MANHATTAN,245 EAST 84TH STREET,10028,1,8/12/20,N,N,N,N,N,N,N,N,,40.777074,-73.9539,8,5,14601
MANHATTAN,360 Park Ave South,10010,1,3/15/24,N,N,N,N,N,N,N,N,,40.741955,-73.985089,5,2,56
MANHATTAN,485 Park Avenue,10022,1,9/27/21,N,N,N,N,N,N,N,N,,40.76251,-73.970085,5,4,11203
MANHATTAN,400 East 36 Street,10016,1,12/23/24,N,N,N,N,N,N,N,N,,40.744985,-73.972399,6,4,8601
MANHATTAN,530 East 73rd Street,10021,1,3/20/24,N,N,N,N,N,N,N,N,,40.766709,-73.951264,8,5,124
MANHATTAN,210 EAST 73RD STREET,10021,1,6/26/23,N,N,N,N,N,N,N,N,,40.770217,-73.959619,8,4,126
BRONX,1435 Harrod Avenue,10472,1,8/25/20,N,N,N,N,N,N,N,N,,40.834605,-73.87487,9,18,62
MANHATTAN,152 EAST 94 STREET,10128,1,7/20/21,N,N,N,N,N,N,N,N,,40.784404,-73.951518,8,5,15801
MANHATTAN,455 WEST 23 STREET,10011,1,7/23/24,N,N,N,N,N,N,N,N,,40.747141,-74.00284,4,3,93
MANHATTAN,11 WEST 30 STREET,10001,1,5/3/21,N,N,N,N,N,N,N,N,,40.746229,-73.987098,5,4,76
MANHATTAN,140 West 69th Street,10023,1,5/31/24,N,N,N,N,N,N,N,N,,40.775934,-73.981301,7,6,153
MANHATTAN,875 Park Avenue,10075,2,8/25/21,N,N,N,N,N,N,N,N,,40.774711,-73.96118,8,4,140
MANHATTAN,1806 1st Ave,10128,2,7/13/22,N,N,N,N,N,N,N,N,,40.781684,-73.945848,8,5,152
MANHATTAN,401 EAST   80 STREET,10075,1,10/7/20,N,N,N,N,N,N,N,N,Y,40.772997,-73.952115,8,5,136
MANHATTAN,21 Audubon Avenue,10032,1,7/17/23,N,N,N,N,N,N,N,N,,40.839441,-73.939118,12,10,251
MANHATTAN,8 West 40th Street,10018,1,9/9/23,N,N,N,N,N,N,N,N,,40.752384,-73.982289,5,4,84
MANHATTAN,570 Grand Street,10002,1,9/2/22,N,N,N,N,N,N,N,N,,40.713724,-73.979136,3,1,1001
MANHATTAN,52-58 DUANE STREET,10007,1,11/15/23,N,N,N,N,N,N,N,N,,40.714387,-74.003773,1,1,31
MANHATTAN,200 East 89th Street,10128,1,10/2/23,N,N,N,N,N,N,N,N,,40.780606,-73.952243,8,5,14602
MANHATTAN,136 East 56 Street,10022,1,8/1/23,N,N,N,N,N,N,N,N,,40.760342,-73.969859,5,4,100
QUEENS,96-02 57th Avenue,11368,1,7/12/23,N,N,N,N,N,N,N,N,,40.736848,-73.865062,4,21,455
MANHATTAN,765 AMSTERDAM AVENUE,10025,1,12/10/20,N,N,N,N,N,N,N,N,Y,40.79495,-73.969702,7,7,185
MANHATTAN,35 west 35th st,10001,1,4/14/23,N,N,N,N,N,N,N,N,,40.749679,-73.985426,5,4,84
MANHATTAN,119 Fifth Avenue,10003,1,12/16/23,N,N,N,N,N,N,N,N,,40.739172,-73.991303,5,2,52
MANHATTAN,10 Columbus Circle,10019,6,6/23/21,N,N,N,N,N,N,N,N,,40.768244,-73.982339,4,3,145
MANHATTAN,41 River Terrace,10282,1,4/17/24,N,N,N,N,N,N,N,N,,40.71793,-74.014523,1,1,31703
MANHATTAN,161 Fort Washington Avenue,10032,2,8/29/24,N,N,N,N,N,N,N,N,,40.840746,-73.942854,12,10,255
MANHATTAN,330 W 39 ST,10018,1,9/28/22,N,N,N,N,N,N,N,N,,40.755759,-73.992218,4,3,115
MANHATTAN,75 ROCKEFELLER PLAZA,10019,3,9/23/23,N,N,N,N,N,N,N,N,,40.759764,-73.977901,5,4,104
MANHATTAN,345 Park Avenue,10154,2,11/10/23,N,N,N,N,N,N,N,N,,40.758171,-73.973246,5,4,100
MANHATTAN,201 VARICK STREET,10014,1,1/23/25,N,N,N,N,N,N,N,N,,40.728369,-74.005361,2,3,37
MANHATTAN,137 West 25th Street,10001,1,4/3/20,N,N,N,N,N,N,N,N,,40.744681,-73.99302,4,3,91
MANHATTAN,754 FIFTH AVENUE,10019,2,3/22/23,N,N,N,N,N,N,N,N,,40.763469,-73.973615,5,4,11201
MANHATTAN,15 PARK AVENUE,10016,1,10/13/20,N,N,N,N,N,N,N,N,Y,40.747512,-73.981013,6,2,72
MANHATTAN,10 ROCKEFELLER PLAZA,10020,1,5/15/24,N,N,N,N,N,N,N,N,,40.758104,-73.979165,5,4,96
MANHATTAN,31 WEST 12TH STREET,10011,1,10/20/21,N,N,N,N,N,N,N,N,,40.735149,-73.995688,2,3,63
MANHATTAN,24 Fifth Avenue,10011,1,4/1/21,N,N,N,N,N,N,N,N,,40.733011,-73.995811,2,3,63
MANHATTAN,52 Vanderbilt Avenue,10017,2,12/9/23,N,N,N,N,N,N,N,N,,40.754036,-73.977214,5,4,94
MANHATTAN,150 West 47th Street,10036,1,11/15/22,N,N,N,N,N,N,N,N,,40.758612,-73.983233,5,4,125
MANHATTAN,924 West End Avenue,10025,1,9/15/22,N,N,N,N,N,N,N,N,,40.800969,-73.968815,7,6,191
MANHATTAN,445 West 19th Street,10011,1,7/7/21,N,N,N,N,N,N,N,N,,40.744709,-74.004695,4,3,89
MANHATTAN,620 PARK AVENUE,10065,1,8/16/22,N,N,N,N,N,N,N,N,,40.766851,-73.966943,8,4,122
MANHATTAN,15 West 34th Street,10001,1,11/5/22,N,N,N,N,N,N,N,N,,40.748888,-73.985611,5,4,76
MANHATTAN,65 West 96th Street,10025,1,6/24/22,N,N,N,N,N,N,N,N,,40.792699,-73.967128,7,7,181
MANHATTAN,725 BROADWAY,10003,1,4/23/20,N,N,N,N,N,N,N,N,Y,40.729431,-73.993401,2,1,57
MANHATTAN,393 7th Avenue,10001,1,9/29/22,N,N,N,N,N,N,N,N,,40.749471,-73.991724,5,3,101
MANHATTAN,1112 Park Avenue,10128,1,7/6/22,N,N,N,N,N,N,N,N,,40.782841,-73.955838,8,4,15002
MANHATTAN,60 East 42 Street,10165,1,11/8/23,N,N,N,N,N,N,N,N,,40.752532,-73.978662,5,4,82
MANHATTAN,205 East 22 Street,10010,1,7/7/22,N,N,N,N,N,N,N,N,,40.738005,-73.983228,6,2,64
MANHATTAN,575 Fifth Avenue,10017,1,3/29/25,N,N,N,N,N,N,N,N,,40.756391,-73.978206,5,4,94
BROOKLYN,1720 Bedford Avenue,11225,1,8/7/23,N,N,N,N,N,N,N,N,,40.664696,-73.957236,9,35,325
BRONX,3220 FAIRFIELD AVENUE,10463,1,6/14/23,N,N,N,N,N,N,N,N,,40.884844,-73.913472,8,11,297
MANHATTAN,70 West 40th Street,10018,1,5/11/24,N,N,N,N,N,N,N,N,,40.753266,-73.984379,5,4,84
